date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:21:33	170878/170878	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:32%20GMT	https://sanatandharmajagruti.in/testinomial-img/Screenshot_2024-03-06-21-07-04-80_6012fa4d4ddec268fc5c7112cbb265e7_0362024164141.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/testinomial-img/Screenshot_2024-03-06-21-07-04-80_6012fa4d4ddec268fc5c7112cbb265e7_0362024164141.jpg	(from https://sanatandharmajagruti.in/)
11:21:33	144762/144762	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:32%20GMT	https://sanatandharmajagruti.in/testinomial-img/Shri%20Ram%20Mandir_12272023075723.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/testinomial-img/Shri%20Ram%20Mandir_12272023075723.jpg	(from https://sanatandharmajagruti.in/)
11:21:33	150336/150336	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:32%20GMT	https://sanatandharmajagruti.in/testinomial-img/Image%20SDJVP_12272023075635.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/testinomial-img/Image%20SDJVP_12272023075635.jpg	(from https://sanatandharmajagruti.in/)
11:21:34	198156/198156	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:33%20GMT	https://sanatandharmajagruti.in/testinomial-img/20240306_221806_0362024170139.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/testinomial-img/20240306_221806_0362024170139.jpg	(from https://sanatandharmajagruti.in/)
11:21:34	200801/200801	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:33%20GMT	https://sanatandharmajagruti.in/testinomial-img/IMG-20240602-WA0149_0622024093045.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/testinomial-img/IMG-20240602-WA0149_0622024093045.jpg	(from https://sanatandharmajagruti.in/)
11:21:34	45366/45366	---MCZ	200	added ('OK')	text/html	date:Wed,%2011%20Sep%202024%2005:51:33%20GMT	https://sanatandharmajagruti.in/council_form.php	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/council_form.html	(from https://sanatandharmajagruti.in/)
11:21:34	26455/26455	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:33%20GMT	https://sanatandharmajagruti.in/user_img/IMG-20240102-WA0044_0892024010938.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/user_img/IMG-20240102-WA0044_0892024010938.jpg	(from https://sanatandharmajagruti.in/)
11:21:35	152978/152978	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:34%20GMT	https://sanatandharmajagruti.in/webimg/Screenshot_2023-12-23-21-09-40-012_com.google.android.apps.photos-edit_12232023154505.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/webimg/Screenshot_2023-12-23-21-09-40-012_com.google.android.apps.photos-edit_12232023154505.jpg	(from https://sanatandharmajagruti.in/)
11:21:35	83703/83703	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:34%20GMT	https://sanatandharmajagruti.in/webimg/Image_12162023114331.jpg	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/webimg/Image_12162023114331.jpg	(from https://sanatandharmajagruti.in/)
11:21:35	68083/68083	---M--	200	added ('OK')	image/jpeg	date:Wed,%2011%20Sep%202024%2005:51:34%20GMT	https://sanatandharmajagruti.in/userimg/1000045228_09102024152338.png	F:/xampp/htdocs/NGO/NGO/sanatandharmajagruti.in/userimg/1000045228_09102024152338.jpg	(from https://sanatandharmajagruti.in/)
